Type	ID	Earthquake_occurrenceTime	Epicenter_Lon	Epicenter_Lat	Epicenter_Mag	Epicenter_Depth	    EEW_Lon 	EEW_Lat	EEW_Mag	EEW_Dep EEW_processing_time 
xY 100  20241101001819	121.54 	23.55 	5.5 	32.3 	121.47 	23.69 	4.9	10.0 	12.9 
xY 100  20241104112054	122.08 	24.31 	4.3 	25.3 	121.99 	24.41 	4.5	20.0 	26.7 
xY 100  20241106020826	121.85 	24.11 	4.6 	22.9 	121.88 	24.05 	4.6	20.0 	25.2 
xY 100  20241107011939	121.68 	23.52 	5.5 	29.3 	121.44 	23.60 	5.4	40.0 	14.1 
xY 100  20241109194208	120.48 	23.41 	4.4 	5.0 	120.47 	23.43 	4.7	10.0 	7.4 
xY 100  20241113112515	122.06 	24.51 	4.5 	66.8 	122.04 	24.38 	4.5	10.0 	15.3 
xY 100  20241114103817	121.63 	23.90 	5.4 	30.5 	121.49 	23.93 	4.9	10.0 	10.3 
xY 100  20241116150141	120.22 	23.20 	4.5 	11.7 	120.23 	23.16 	4.7	10.0 	7.5 
xY 100  20241118212726	121.67 	24.16 	4.6 	26.9 	121.62 	24.17 	4.5	20.0 	21.6 
xY 100  20241120122322	120.23 	23.35 	4.6 	11.7 	120.22 	23.35 	4.6	10.0 	9.3 
xY 100  20241122204018	120.18 	23.20 	5.4 	7.7 	120.21 	23.20 	5.5	10.0 	6.6 
xY 100  20241122204349	120.22 	23.20 	4.3 	9.7 	120.21 	23.19 	4.6	10.0 	9.4 
xY 100  20241122222300	120.22 	23.20 	4.6 	11.0 	120.26 	23.20 	4.8	10.0 	7.4 
xY 100  20241124011910	121.35 	23.77 	4.5 	6.9 	121.26 	23.79 	4.7	10.0 	11.0 
xY 100  20241125103039	120.69 	23.63 	4.1 	13.7 	120.68 	23.64 	4.6	10.0 	11.6 
xY 100  20241127233224	121.69 	24.06 	5.2 	41.1 	121.61 	24.10 	4.5	20.0 	12.3 
xY 100  20241203180448	120.47 	23.43 	3.9 	5.0 	120.41 	23.42 	4.5	10.0 	7.7 
xY 100  20241206060452	121.65 	23.79 	4.3 	21.6 	121.73 	23.77 	4.5	20.0 	24.5 
xY 100  20241208034449	121.61 	23.88 	4.4 	10.0 	121.65 	23.86 	4.5	10.0 	21.1 
xY 100  20241212040549	121.74 	23.95 	4.6 	22.8 	121.67 	23.99 	4.5	20.0 	16.7 
xY 100  20241213122656	121.68 	23.92 	4.3 	25.4 	121.69 	23.92 	4.5	20.0 	23.2 
xY 100  20241226160851	121.73 	23.95 	5.2 	17.1 	121.65 	23.97 	5	20.0 	10.2 
xY 100  20241229232212	121.59 	23.51 	4.6 	40.9 	121.39 	23.54 	4.5	40.0 	13.7 
xY 100  20241230035136	120.69 	23.55 	5.1 	12.3 	120.59 	23.55 	5.3	10.0 	9.1 
xY 100  20250121001727	120.57 	23.23 	6.4 	9.7	    120.57 	23.21 	6.5	10.0 	8.0 
xY 100  20250121002625	120.53 	23.18 	5.0 	11	    120.48 	23.14 	5.4	10.0 	27.1 
xY 100  20250121003005	120.60 	23.22 	4.6 	12.8	120.57 	23.16 	5.2	20.0 	8.2 
xY 100  20250121014231	120.59 	23.18 	5.2 	11.1	120.57 	23.20 	5.4	10.0 	8.8 
xY 100  20250124191842	120.53 	23.17 	5.3 	11.7	120.54 	23.16 	5.3	10.0 	8.3 
xY 100  20250125194917	120.50 	23.26 	5.7 	7.7	    120.50 	23.25 	6.1	10.0 	9.1 
xY 100  20250125195025	120.49 	23.25 	4.8 	6.8	    120.48 	23.24 	5.2	10.0 	10.4 
xY 100  20250126001051	120.71 	22.83 	5.3 	10.9	120.72 	22.82 	5.7	10.0 	9.5 
xY 100  20250126073853	120.54 	23.18 	5.7 	8.1		120.44 	23.14 	6	10.0 	8.2 
xY 100  20250127081850	121.05 	22.76 	5.2 	6.5		120.97 	22.79 	5.7	10.0 	11.6 
xY 100  20250130101154	120.61 	23.24 	5.6 	10		120.59 	23.27 	5.7	10.0 	7.8 
xY 100  20250130151617	120.59 	23.23 	4.9 	10.6	120.57 	23.24 	5	10.0 	8.3 
xY 100  20250208004658	120.62 	23.28 	5.2 	7.3		120.57 	23.28 	4.9	10.0 	8.0 
xY 100  20250305212739	120.51 	23.15 	5.2 	14.3	120.54 	23.16 	5.0 	10.0 	8.4 
xY 100  20250313130937	121.54 	23.07 	5.7 	12.5	121.31 	23.13 	5.7 	10.0 	12.6 
xY 100  20250314185012	121.09 	22.88 	4.0 	6.7		121.13 	22.89 	5.2 	10.0 	7.6 
xY 100  20250325094048	121.65 	23.91 	5.1 	25.3	121.58 	23.92 	5.4 	40.0 	13.7 
xY 100  20250403114700	120.40 	23.21 	4.9 	7.3		120.38 	23.21 	5.5	10.0 	7.4 
xY 100  20250409095325	121.81 	24.60 	5.8 	72.4	121.79 	24.58 	4.5	10.0 	15.4 
xY 100  20250505181000	121.94 	23.94 	5.5 	19.7	121.59 	24.01 	5.0 	10.0 	13.1 
xY 100  20250505185327	121.92 	23.94 	5.9 	22.3	121.68 	24.02 	6.0 	40.0 	13.7 
xY 100  20250514104828	120.55 	23.31 	4.6 	11.5	120.57 	23.35 	4.6 	10.0 	8.3 
xY 100  20250611190028	121.68 	23.36 	6.4 	30.9	121.38 	23.45 	6.0 	10.0 	12.5 
xY 100  20250708035706	121.48 	23.94 	5.0 	19.5	121.51 	23.88 	5.3 	10.0 	9.0 
xY 100  20250810140336	121.57 	23.77 	5.2 	15.3	121.50 	23.78 	4.6 	10.0 	9.3 
xY 100  20250821163747	120.58 	23.26 	5.1 	10.4	120.53 	23.27 	5.3 	10.0 	8.0 
xY 100  20250822140615	120.55 	23.16 	5.4 	15.1	120.54 	23.16 	5.4 	10.0 	9.1 
xY 100  20250824205505	121.96 	24.15 	4.8 	28.2	121.93 	24.25 	4.6 	10.0 	12.9 
xY 100  20250827211100	121.91 	24.88 	6.0 	112		121.91 	25.00 	5.1 	30.0 	19.5 
xY 100  20251008075212	121.55 	23.99 	5.0 	6.1		121.56 	23.92 	5.3 	10.0 	9.3 
xY 100  20251018100413	122.08 	24.28 	5.3 	14.3	122.04 	24.41 	5.0 	10.0 	12.1 
xY 100  20251110130048	120.67 	23.18 	5.3 	7.8		120.68 	23.19 	5.3 	10.0 	8.3 
xY 100  20251119202513	121.81 	24.12 	4.5 	6.3		121.82 	24.12 	4.5 	10.0 	18.1 
xY 100  20251208192457	121.65 	23.85 	5.7 	24.5	121.52 	23.84 	5.4 	10.0 	9.2 
xY 100  20251211231940	120.66 	23.18 	4.7 	8.2		120.67 	23.19 	4.8 	10.0 	8.4 
xY 100  20251218193250	121.76 	24.10 	5.1 	31.6	121.68 	24.10 	4.8 	20.0 	12.5 
xY 100  20251224174705	121.15 	22.85 	6.1 	11.9	121.15 	22.95 	5.9 	10.0 	8.9 
xY 100  20251227230555	122.08 	24.69 	7.0 	72.8	121.81 	24.74 	6.7 	10.0 	15.5 









